Jahr,Todesursache,<20/100k,20-40/100k,40-60/100k,60-80/100k,80-100/100k,>100/100k
2000,Bestimmte infektiöse und parasitäre Krankheiten,0.177486019936786,0.573790420617554,1.68247021638707,5.94335035254072,3.93629953805008,0
2000,Tuberkulose einschließlich ihrer Folgezustände,0.0024313153415998,0.0218818380743982,0.12035010940919,0.389010454655969,0.204230488694384,0
2000,Meningokokkeninfektion,0.0510576221735959,0.00364697301239971,0.00607828835399951,0.0182348650619985,0,0
2000,Virushepatitis,0.0012156576707999,0.0680768295647945,0.25407245319718,0.827862873814734,0.24920982251398,0
2000,HIV.Krankheit,0.00486263068319961,0.271091660588378,0.335521517140773,0.0923899829807926,0.0012156576707999,0
2000,Neubildungen,0.633357646486749,3.90347678093849,41.0333090201799,147.904206175541,69.617067833698,0
2000,Bösartige Neubildungen (BN),0.584731339654753,3.8086554826161,40.5458302941892,144.854121079504,66.3919280330659,0
2000,"BN der Lippe, der Mundhöhle und des Pharynx",0.00364697301239971,0.087527352297593,2.32190615122781,2.69754437150498,0.536105032822757,0
2000,BN des Ösophagus,0,0.049841964502796,1.42231947483589,2.87503039144177,0.667396061269147,0
2000,BN des Magens,0.0012156576707999,0.24556284950158,1.97787503039144,8.67493313882811,5.0644298565524,0
2000,BN des Dickdarms,0.00486263068319961,0.154388524191588,2.30123997082422,13.3309020179917,8.8062241672745,0
2000,"BN des Rektums, des Anus und am Rektosigmoid",0,0.0826647216143934,1.43204473620229,5.93119377583273,3.19474835886214,0
2000,"BN der Leber, der Gallenwege und des Pankreas",0.00972526136639922,0.161682470216387,3.40262582056893,16.0454655968879,6.94262095793825,0
2000,BN der Leber und der intrahepatischen Gallengänge,0.00972526136639922,0.0534889375151957,0.87162654996353,4.29613420860686,1.44176999756868,0
2000,BN des Pankreas,0,0.0741551179187941,2.10916605883783,8.7259907610017,3.81959640165329,0
2000,"BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge",0.00364697301239971,0.308777048383175,9.9477267201556,32.4471188913202,6.59129589107707,0
2000,BN der Bronchien und der Lunge,0.00364697301239971,0.288110867979577,9.34597617310965,31.3226355458303,6.39557500607829,0
2000,Melanom und sonstige bösartige Neubild. der Haut,0.00850960369559932,0.159251154874787,0.686846584001945,1.51835643082908,0.795040116703136,0
2000,Bösartiges Melanom der Haut,0.00729394602479942,0.153172866520788,0.635788961828349,1.34330172623389,0.508144906394359,0
2000,BN der Brustdrüse,0,0.533673717481157,5.13372234378799,10.559202528568,5.69778750303914,0
2000,BN der Genital. und Harnorgane,0.0170192073911986,0.510576221735959,4.47848285922684,23.7223437879893,14.641380987114,0
2000,BN der Cervix uteri,0,0.184779965961585,0.719669341113542,0.942134694869925,0.441283734500365,0
2000,"BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.",0.0012156576707999,0.0170192073911986,0.312424021395575,1.78701677607586,1.1889132020423,0
2000,BN des Ovars,0.00486263068319961,0.106977875030391,1.2035010940919,4.15025528811087,1.83564308290785,0
2000,BN der Prostata,0,0.00486263068319961,0.50085096036956,7.36323851203501,5.63335764648675,0
2000,"BN der Niere, ausgenommen Nierenbecken",0.00607828835399951,0.0425480184779966,0.927546802820326,3.88888888888889,1.40043763676149,0
2000,BN der Harnblase,0.0024313153415998,0.0291757840991977,0.436421103817165,3.7892049598833,3.00875273522976,0
2000,"BN d. lymphat., blutbild. u. verwandten Gewebes",0.243131534159981,0.601750547045952,2.58327255044979,11.1402868952103,5.10819353270119,0
2000,Leukämie,0.206661804035983,0.328227571115974,1.02358375881352,4.42499392171165,2.34257233163141,0
2000,Gutartige Neubildungen,0.0024313153415998,0.0170192073911986,0.0656455142231947,0.24799416484318,0.156819839533187,0
2000,Krankheiten des Blutes u. der blutbildenden Organe,0.0474106491611962,0.0571359105275954,0.181132992949186,0.950644298565524,0.970094821298322,0
2000,"Endokrine, Ernährungs. u. Stoffwechselkrankheiten",0.172623389253586,0.328227571115974,1.88791636275225,12.2611232676878,14.1259421346949,0
2000,Diabetes mellitus,0.00486263068319961,0.182348650619985,1.42110381716509,11.0758570386579,13.0634573304158,0
2000,Psychische und Verhaltensstörungen,0.075370775589594,1.61682470216387,3.36494043277413,3.04522246535376,2.39606126914661,0
2000,Psychische und Verhaltensstörungen durch Alkohol,0.00607828835399951,0.583515681983953,3.04157549234136,2.29637734014102,0.138584974471189,0
2000,Psych. u. Verhaltensstörungen d.a.psychotr. Subst.,0.0595672258691952,0.993192317043521,0.241915876489181,0.0328227571115974,0.0145878920495988,0
2000,Krankheiten d. Nervensystems u. d. Sinnesorgane,0.401167031363968,0.610260150741551,2.06540238268903,8.45368344274252,8.05251641137856,0
2000,Meningitis,0.025528811086798,0.0230974957451982,0.0461949914903963,0.133722343787989,0.0461949914903963,0
2000,Krankheiten des Kreislaufsystems,0.313639679066375,2.515195720885,24.9003160709944,178.056163384391,274.451738390469,0
2000,Hypertonie (Hochdruckkrankheit),0.00607828835399951,0.0656455142231947,0.933625091174325,7.17845854607343,14.6401653294432,0
2000,Ischämische Herzkrankheiten,0.00729394602479942,0.686846584001945,12.2270848529054,86.2934597617311,104.628008752735,0
2000,Akuter oder rezidivierender Myokardinfarkt,0.00607828835399951,0.537320690493557,8.94845611475808,46.5341599805495,33.0391441769998,0
2000,Sonstige Formen der Herzkrankheit,0.178701677607586,0.726963287138342,4.80914174568442,28.9922197909069,66.1864818867007,0
2000,Sonstige Krankheiten des Endokards,0.025528811086798,0.0850960369559932,0.37320690493557,3.16678823243375,3.43787989302213,0
2000,Zerebrovaskuläre Krankheiten,0.0461949914903963,0.521517140773158,3.7503039144177,34.477267201556,59.4128373450037,0
2000,"Schlaganfall, nicht als Blutung oder Infarkt bez.",0.00486263068319961,0.0364697301239971,0.809628008752735,17.0726963287138,34.3921711646,0
2000,"Krankheiten der Arterien, Arteriolen und Kapillare",0.00364697301239971,0.114271821055191,0.892292730367129,8.7041089229273,18.4257233163141,0
2000,Krankheiten des Atmungssystems,0.151957208849988,0.435205446146365,3.23972769268174,26.6934111354243,32.4580598103574,0
2000,Grippe,0.0012156576707999,0.00850960369559932,0.0170192073911986,0.0741551179187941,0.223681011427182,0
2000,Pneumonie,0.0522732798443958,0.166545100899587,0.844882081205932,6.2338925358619,15.1799173352784,0
2000,Chronische Krankheiten der unteren Atemwege,0.0486263068319961,0.167760758570387,1.84658400194505,16.6265499635303,12.6720155604182,0
2000,Asthma,0.0279601264283978,0.117918794067591,0.49477267201556,2.21979090688062,1.36396790663749,0
2000,"COVID.19, Virus nachgewiesen",0,0,0,0,0,0
2000,"COVID.19, Virus nicht nachgewiesen",0,0,0,0,0,0
2000,Krankheiten des Verdauungssystems,0.0729394602479942,1.51835643082908,10.7391198638463,21.3457330415755,15.8157062971067,0
2000,"Ulcus ventriculi, duodeni, pepticum, pept. jejuni",0.00364697301239971,0.0328227571115974,0.37563822027717,1.52443471918308,2.04838317529784,0
2000,Krankheiten der Leber,0.0158035497203987,1.11962071480671,8.47191830780452,10.9421346948699,1.85266229029905,0
2000,"Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u..zirr.",0.00607828835399951,1.06613177729151,8.17651349380015,10.2637977145636,1.57549234135667,0
2000,Krankheiten der Haut und der Unterhaut,0.00364697301239971,0.00729394602479942,0.0316070994407975,0.195720884998784,0.289326525650377,0
2000,Krankh. des Muskel.Skelett.Systems u. Bindegewebes,0.012156576707999,0.0607828835399951,0.196936542669584,1.04668125455872,0.910527595429127,0
2000,Chronische Polyarthritis und Arthrose,0,0.00364697301239971,0.0303914417699976,0.37563822027717,0.309992706053975,0
2000,Krankheiten des Urogenitalsystems,0.0182348650619985,0.075370775589594,0.655239484561148,5.14831023583759,7.13347921225383,0
2000,Krankheiten der Niere,0.0170192073911986,0.0680768295647945,0.573790420617554,4.30950644298566,5.48747872599076,0
2000,"Schwangerschaft, Geburt und Wochenbett",0.00364697301239971,0.0474106491611962,0.0012156576707999,0,0,0
2000,Best.Zustände mit Ursprung in der Perinatalperiode,1.78458546073426,0.00486263068319961,0,0.0024313153415998,0,0
2000,"Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.",1.42596644784829,0.188426938973985,0.196936542669584,0.139800632141989,0.0461949914903963,0
2000,Angeborene Fehlbildungen des Nervensystems,0.150741551179188,0.0230974957451982,0.00972526136639922,0.00850960369559932,0,0
2000,Angeborene Fehlbildungen des Kreislaufsystems,0.599319231704352,0.0765864332603939,0.0571359105275954,0.0522732798443958,0.0328227571115974,0
2000,Symptome und abnorme klinische und Laborbefunde,0.983467055677121,1.51957208849988,4.9854121079504,9.22076343301726,12.2100656455142,0
2000,Plötzlicher Kindstod,0.585946997325553,0,0,0,0,0
2000,Sonst. ungenau bezeichnete u. unbek. Todesursachen,0.36834427425237,1.48188670070508,4.87964989059081,8.49136883053732,4.73984925844882,0
2000,Äußere Ursachen von Morbidität und Mortalität,2.59421346948699,8.92657427668369,10.0449793338196,10.9810357403355,9.42134694869925,0
2000,Unfälle einschließlich Spätfolgen,2.01677607585704,4.86992462922441,4.44687575978604,6.19134451738391,7.18696814976903,0
2000,Transportmittelunfälle,1.52929734986628,3.52419158764892,2.12861658157063,1.71529297349866,0.520301483102358,0
2000,Stürze,0.0778020909311938,0.309992706053975,0.858254315584731,2.65985898371019,5.09482129832239,0
2000,Ertrinken und Untergehen,0.12764405543399,0.103330902017992,0.164113785557987,0.167760758570387,0.0534889375151957,0
2000,"Exposition gegenüber Rauch, Feuer und Flammen",0.0413323608071967,0.0814490639435935,0.160466812545587,0.160466812545587,0.133722343787989,0
2000,Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.),0.0413323608071967,0.367128616581571,0.179917335278386,0.0972526136639922,0.0316070994407975,0
2000,Vorsätzliche Selbstbeschädigung,0.37077558959397,3.16921954777535,4.63408704108923,3.93751519572088,1.33965475322149,0
2000,Tätlicher Angriff,0.111840505713591,0.24677850717238,0.233406272793581,0.109409190371991,0.0303914417699976,0
2000,"Ereignis, dessen nähere Umstände unbestimmt sind",0.0948212983223924,0.62727935813275,0.713591052759543,0.697787503039144,0.848529054218332,0
2000,Insgesamt,8.87186968149769,22.3887673231218,105.206661804036,431.388281060054,451.834427425237,0
2001,Bestimmte infektiöse und parasitäre Krankheiten,0.179524502668607,0.564046579330422,1.6703056768559,5.94856865599224,4.2224648229015,0
2001,Tuberkulose einschließlich ihrer Folgezustände,0.00242600679281902,0.0242600679281902,0.104318292091218,0.317806889859292,0.201358563803979,0
2001,Meningokokkeninfektion,0.0400291120815138,0.00849102377486657,0.0169820475497331,0.0133430373605046,0.00485201358563804,0
2001,Virushepatitis,0.00242600679281902,0.0776322173702086,0.282629791363416,0.769044153323629,0.287481804949054,0
2001,HIV.Krankheit,0.00485201358563804,0.237748665696264,0.317806889859292,0.0909752547307132,0.00727802037845706,0
2001,Neubildungen,0.676855895196507,3.42430858806405,39.1145075206211,145.631974769529,69.5924308588064,0
2001,Bösartige Neubildungen (BN),0.627122755943717,3.33575934012615,38.672974284328,142.793546821931,66.4131489568171,0
2001,"BN der Lippe, der Mundhöhle und des Pharynx",0.00363901018922853,0.0861232411450752,2.29378942261038,2.95245026686075,0.550703541969918,0
2001,BN des Ösophagus,0.00121300339640951,0.0278990781174187,1.40223192624939,3.11135371179039,0.66836487142164,0
2001,BN des Magens,0.00121300339640951,0.163755458515284,1.92746239689471,7.99854439592431,5.0121300339641,0
2001,BN des Dickdarms,0.00363901018922853,0.157690441533236,2.28165938864629,13.0470645317807,8.70936438622028,0
2001,"BN des Rektums, des Anus und am Rektosigmoid",0.00121300339640951,0.0788452207666182,1.42042697719554,5.65502183406114,3.05434255215915,0
2001,"BN der Leber, der Gallenwege und des Pankreas",0.0181950509461427,0.133430373605046,3.33697234352256,16.0601649684619,7.16763706938379,0
2001,BN der Leber und der intrahepatischen Gallengänge,0.0181950509461427,0.0400291120815138,0.845463367297428,4.23216885007278,1.47016011644833,0
2001,BN des Pankreas,0,0.0691411935953421,2.08272683163513,8.95681707908782,3.97865114022319,0
2001,"BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge",0.00485201358563804,0.238961669092673,9.22489082969432,32.1397379912664,6.97598253275109,0
2001,BN der Bronchien und der Lunge,0.00485201358563804,0.225618631732169,8.69480834546337,31.0383309073265,6.76734594856866,0
2001,Melanom und sonstige bösartige Neubild. der Haut,0.00363901018922853,0.14919941775837,0.663512857836002,1.50655021834061,0.887918486171761,0
2001,Bösartiges Melanom der Haut,0.00242600679281902,0.144347404172732,0.621057738961669,1.3136826783115,0.607714701601164,0
2001,BN der Brustdrüse,0,0.477923338185347,4.85080058224163,10.562833575934,5.62348374575449,0
2001,BN der Genital. und Harnorgane,0.0242600679281902,0.454876273653566,4.25400291120815,23.2557011159631,14.4747695293547,0
2001,BN der Cervix uteri,0.00121300339640951,0.162542455118874,0.720524017467249,0.878214459000485,0.4463852498787,0
2001,"BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.",0,0.0145560407569141,0.303250849102377,1.68486171761281,1.20087336244541,0
2001,BN des Ovars,0.00121300339640951,0.0934012615235323,1.11838913148957,4.09509946627851,1.75278990781174,0
2001,BN der Prostata,0.00121300339640951,0.00363901018922853,0.480349344978166,7.3847646773411,5.65502183406114,0
2001,"BN der Niere, ausgenommen Nierenbecken",0.00970402717127608,0.0485201358563804,0.86608442503639,3.9410480349345,1.44226103833091,0
2001,BN der Harnblase,0.00242600679281902,0.0157690441533236,0.429403202328967,3.50072780203785,2.82265890344493,0
2001,"BN d. lymphat., blutbild. u. verwandten Gewebes",0.224405628335759,0.542212518195051,2.44298884036875,11.1341581756429,5.12615235322659,0
2001,Leukämie,0.186802523047065,0.323871906841339,0.976467734109655,4.35589519650655,2.27559437166424,0
2001,Gutartige Neubildungen,0.00970402717127608,0.0266860747210092,0.0691411935953421,0.235322658903445,0.163755458515284,0
2001,Krankheiten des Blutes u. der blutbildenden Organe,0.0388161086851043,0.0533721494420184,0.164968461911693,0.972828723920427,1.07593401261524,0
2001,"Endokrine, Ernährungs. u. Stoffwechselkrankheiten",0.157690441533236,0.280203784570597,1.85468219311014,12.1906841339156,15.0691411935953,0
